# Constructed from biom file
#OTU ID	SRR952153	SRR952154	SRR952155	SRR952156	SRR952157	SRR952158	SRR952159	SRR952160	SRR952161	SRR952162	SRR952163	SRR952164	SRR952165	SRR952166	SRR952167	SRR952168	SRR952169	SRR952170	SRR952171	SRR952172	SRR952173	SRR952174	SRR952175	SRR952176	SRR952177	SRR952178	SRR952179	SRR952180	SRR952181	SRR952182	SRR952183	SRR952184	SRR952185	SRR952186	SRR952187	SRR952188	SRR952189	SRR952190	SRR952191	SRR952192	SRR952193	SRR952194	SRR952195	SRR952196	SRR952197	SRR952198	SRR952199	SRR952200
429a03c86264c5e0d1839a144c23a712	0.0	0.0	741.0	0.0	0.0	647.0	0.0	0.0	311.0	0.0	0.0	73.0	0.0	0.0	162.0	0.0	0.0	742.0	377.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	120.0	0.0	0.0	203.0	213.0	0.0	2484.0	0.0	0.0	151.0	0.0	0.0	164.0	0.0	0.0	117.0	0.0	0.0	403.0	0.0	0.0	448.0
4f849f5d85fc69047ece8a9c18e8d952	13.0	0.0	0.0	422.0	0.0	48.0	1360.0	0.0	1349.0	1529.0	0.0	155.0	44.0	0.0	0.0	163.0	0.0	70.0	1342.0	244.0	0.0	201.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	274.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f1052eb1dd3f4ed75195c337b5039fc2	0.0	0.0	0.0	0.0	0.0	57.0	0.0	6.0	322.0	0.0	4.0	402.0	0.0	1.0	0.0	0.0	0.0	579.0	101.0	0.0	72.0	4993.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	91.0	0.0	4.0	230.0	0.0
15899e311a30450599875321bdb2fae4	0.0	0.0	2.0	0.0	0.0	527.0	0.0	0.0	2924.0	0.0	0.0	382.0	0.0	0.0	0.0	0.0	0.0	853.0	1844.0	0.0	0.0	307.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c8ed27cba29deae27ea68873125913e5	541.0	36.0	63.0	338.0	36.0	119.0	525.0	15.0	96.0	235.0	19.0	54.0	354.0	43.0	35.0	155.0	39.0	195.0	86.0	80.0	4.0	43.0	1007.0	211.0	297.0	38.0	27.0	218.0	6.0	86.0	137.0	8.0	482.0	66.0	0.0	53.0	287.0	22.0	41.0	111.0	6.0	63.0	103.0	10.0	82.0	30.0	4.0	73.0
bfceb09191252bb2f6d1ced53c30f6f0	276.0	88.0	9.0	89.0	101.0	11.0	122.0	19.0	7.0	48.0	7.0	5.0	328.0	142.0	12.0	85.0	142.0	20.0	5.0	24.0	15.0	4.0	118.0	83.0	588.0	581.0	4.0	391.0	127.0	5.0	179.0	298.0	20.0	243.0	613.0	8.0	438.0	170.0	1.0	202.0	215.0	4.0	304.0	175.0	4.0	97.0	120.0	10.0
e3522f6a944c766bad810d750ec094a2	3.0	0.0	2.0	31.0	11.0	373.0	13.0	0.0	2275.0	96.0	0.0	343.0	5.0	2.0	3.0	3.0	3.0	402.0	2272.0	4.0	7.0	515.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	3.0	3.0	2.0	10.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0
b6ea71cbf3b4ce12f893de0adbc2f08f	314.0	148.0	7.0	613.0	400.0	17.0	343.0	63.0	24.0	287.0	119.0	10.0	373.0	282.0	7.0	179.0	399.0	14.0	14.0	266.0	85.0	11.0	107.0	97.0	214.0	136.0	0.0	149.0	13.0	5.0	124.0	23.0	36.0	88.0	37.0	4.0	207.0	45.0	3.0	99.0	13.0	3.0	143.0	9.0	5.0	32.0	22.0	5.0
cd97d2684ed5159568608279593a88ff	33.0	45.0	3.0	21.0	79.0	5.0	83.0	834.0	1.0	383.0	679.0	42.0	14.0	54.0	7.0	7.0	68.0	2.0	1.0	1099.0	212.0	8.0	263.0	1114.0	7.0	37.0	6.0	15.0	25.0	6.0	3.0	0.0	38.0	0.0	0.0	1.0	10.0	88.0	9.0	60.0	20.0	5.0	12.0	11.0	0.0	3.0	2.0	2.0
1ae7db173519e4fdf0330269c50f6a85	15.0	0.0	2.0	233.0	0.0	37.0	792.0	0.0	1291.0	949.0	0.0	160.0	33.0	0.0	0.0	123.0	0.0	55.0	1132.0	152.0	0.0	190.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	214.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0e1c09badb39f9962a8827bb226cfff5	8.0	6.0	0.0	397.0	495.0	0.0	1038.0	315.0	232.0	789.0	108.0	80.0	94.0	15.0	0.0	246.0	368.0	5.0	39.0	330.0	273.0	41.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	1.0	394.0	1.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
61a5ddfe7641daa61185c1bdcb422a8a	293.0	127.0	17.0	211.0	112.0	33.0	135.0	19.0	24.0	116.0	26.0	11.0	210.0	59.0	15.0	66.0	39.0	57.0	19.0	88.0	0.0	7.0	93.0	96.0	316.0	395.0	0.0	356.0	308.0	25.0	80.0	59.0	51.0	106.0	126.0	21.0	494.0	81.0	5.0	479.0	114.0	21.0	206.0	80.0	9.0	38.0	25.0	14.0
63a3d3bda075dd9152e51a964fe6e0e5	192.0	90.0	132.0	42.0	149.0	155.0	110.0	14.0	76.0	41.0	11.0	18.0	175.0	262.0	47.0	84.0	135.0	227.0	63.0	9.0	9.0	11.0	502.0	552.0	223.0	191.0	24.0	81.0	11.0	23.0	64.0	16.0	701.0	41.0	40.0	18.0	207.0	123.0	42.0	89.0	22.0	26.0	51.0	10.0	60.0	29.0	29.0	52.0
89565f1221de34db3e0d5661394e980b	197.0	61.0	1.0	216.0	962.0	8.0	1784.0	24.0	31.0	217.0	132.0	20.0	377.0	97.0	5.0	262.0	203.0	6.0	40.0	50.0	66.0	8.0	23.0	24.0	15.0	6.0	2.0	7.0	0.0	6.0	66.0	0.0	13.0	11.0	5.0	10.0	20.0	12.0	3.0	16.0	3.0	6.0	9.0	0.0	1.0	3.0	1.0	3.0
3c8132e79f891e6e4bbee18164626a3f	51.0	118.0	30.0	67.0	97.0	50.0	20.0	10.0	52.0	17.0	3.0	11.0	82.0	214.0	19.0	21.0	132.0	66.0	4.0	6.0	16.0	1.0	0.0	0.0	103.0	1870.0	1.0	93.0	150.0	3.0	56.0	176.0	0.0	13.0	178.0	2.0	151.0	397.0	2.0	85.0	345.0	9.0	74.0	115.0	2.0	5.0	7.0	0.0
589c923414414ac52ce2c67b96383ed1	238.0	55.0	135.0	49.0	73.0	152.0	96.0	5.0	57.0	49.0	2.0	13.0	235.0	139.0	59.0	105.0	90.0	223.0	58.0	18.0	3.0	8.0	639.0	315.0	235.0	157.0	29.0	122.0	13.0	32.0	59.0	12.0	595.0	45.0	20.0	13.0	240.0	69.0	49.0	77.0	8.0	31.0	70.0	5.0	62.0	19.0	12.0	72.0
a354ed151b8c53cb629c666658050944	226.0	165.0	0.0	100.0	263.0	0.0	180.0	28.0	0.0	79.0	19.0	0.0	205.0	263.0	0.0	79.0	196.0	0.0	0.0	22.0	19.0	0.0	597.0	779.0	242.0	297.0	0.0	160.0	33.0	0.0	83.0	33.0	0.0	71.0	84.0	0.0	152.0	118.0	0.0	70.0	34.0	0.0	105.0	24.0	0.0	34.0	50.0	0.0
6a55472f4d57c551cc1beec682141140	214.0	88.0	17.0	146.0	142.0	55.0	261.0	129.0	112.0	103.0	38.0	49.0	343.0	145.0	21.0	154.0	236.0	44.0	59.0	140.0	50.0	25.0	430.0	500.0	151.0	57.0	24.0	42.0	8.0	10.0	64.0	8.0	168.0	35.0	15.0	28.0	240.0	55.0	29.0	82.0	20.0	15.0	53.0	11.0	11.0	43.0	7.0	44.0
3738d9d706074aa4494872313cf6200b	231.0	89.0	127.0	49.0	109.0	119.0	80.0	11.0	41.0	51.0	10.0	4.0	228.0	225.0	38.0	92.0	105.0	151.0	53.0	14.0	10.0	8.0	562.0	472.0	231.0	223.0	17.0	84.0	9.0	14.0	57.0	19.0	403.0	34.0	45.0	0.0	194.0	99.0	27.0	80.0	11.0	17.0	55.0	13.0	35.0	19.0	28.0	25.0
dc9aa0bc50988793f612012d8a4985f0	0.0	27.0	0.0	29.0	1063.0	24.0	12.0	197.0	129.0	20.0	56.0	21.0	4.0	37.0	0.0	53.0	2317.0	15.0	216.0	4.0	76.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0a34ac5ecc4caace5ee09fd4ebae671d	231.0	178.0	11.0	295.0	167.0	111.0	164.0	29.0	101.0	197.0	15.0	17.0	219.0	247.0	8.0	83.0	197.0	150.0	124.0	42.0	38.0	14.0	53.0	51.0	288.0	105.0	0.0	188.0	50.0	10.0	132.0	56.0	17.0	38.0	89.0	10.0	146.0	22.0	5.0	67.0	20.0	11.0	66.0	5.0	3.0	31.0	6.0	3.0
82d54c4fe27bf73b72d8196ec9b4f9ea	57.0	0.0	1.0	575.0	0.0	363.0	461.0	0.0	693.0	435.0	0.0	104.0	137.0	0.0	0.0	46.0	0.0	525.0	425.0	38.0	0.0	89.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	92.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
f6f369bd3258b683069e8f55a139c210	262.0	139.0	34.0	119.0	130.0	42.0	125.0	25.0	24.0	90.0	11.0	4.0	222.0	173.0	15.0	112.0	169.0	39.0	20.0	22.0	19.0	5.0	439.0	423.0	199.0	155.0	8.0	110.0	18.0	14.0	53.0	19.0	143.0	58.0	39.0	9.0	159.0	85.0	7.0	71.0	11.0	5.0	78.0	25.0	13.0	31.0	21.0	19.0
31e24b85c57b4768ee0e93e50853a77e	133.0	92.0	132.0	33.0	121.0	134.0	53.0	14.0	60.0	23.0	6.0	10.0	143.0	227.0	35.0	50.0	107.0	184.0	47.0	8.0	10.0	3.0	366.0	399.0	139.0	182.0	22.0	64.0	12.0	24.0	49.0	16.0	479.0	21.0	38.0	8.0	145.0	79.0	40.0	52.0	20.0	13.0	33.0	8.0	53.0	13.0	29.0	49.0
2623377f4c2799560c6b0a66d5fc2081	340.0	87.0	19.0	200.0	120.0	36.0	333.0	26.0	23.0	125.0	23.0	11.0	185.0	97.0	9.0	117.0	91.0	80.0	26.0	26.0	4.0	11.0	451.0	544.0	136.0	106.0	5.0	55.0	18.0	6.0	25.0	6.0	148.0	24.0	13.0	10.0	161.0	61.0	9.0	32.0	7.0	6.0	37.0	5.0	13.0	12.0	15.0	14.0
4b4888502a1b545357f93b68eb251813	117.0	81.0	100.0	41.0	118.0	85.0	75.0	16.0	47.0	36.0	9.0	7.0	109.0	197.0	44.0	59.0	97.0	151.0	50.0	5.0	3.0	12.0	318.0	462.0	161.0	233.0	14.0	67.0	16.0	22.0	31.0	12.0	431.0	33.0	31.0	6.0	166.0	89.0	22.0	49.0	15.0	18.0	33.0	9.0	50.0	17.0	21.0	28.0
b02327587eafa2a99f3505b21688a550	106.0	82.0	89.0	19.0	138.0	105.0	51.0	12.0	44.0	16.0	3.0	8.0	105.0	278.0	22.0	31.0	124.0	170.0	28.0	4.0	9.0	6.0	190.0	551.0	131.0	276.0	14.0	43.0	22.0	10.0	42.0	16.0	319.0	24.0	40.0	7.0	151.0	122.0	26.0	48.0	16.0	14.0	47.0	12.0	25.0	22.0	23.0	35.0
b98350f9173ce73ee923a48697974a5b	126.0	61.0	82.0	44.0	136.0	76.0	142.0	9.0	18.0	44.0	10.0	6.0	157.0	140.0	24.0	146.0	144.0	164.0	31.0	17.0	5.0	3.0	227.0	432.0	138.0	170.0	20.0	34.0	12.0	14.0	41.0	15.0	406.0	25.0	38.0	11.0	90.0	57.0	21.0	48.0	16.0	8.0	63.0	13.0	40.0	15.0	50.0	42.0
5e1ec7a3fd892cbfded908f0432d7f04	9.0	0.0	0.0	353.0	54.0	108.0	208.0	171.0	477.0	306.0	24.0	94.0	36.0	4.0	0.0	317.0	157.0	132.0	497.0	154.0	168.0	95.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	163.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
9ce3d9b46b0ec70425e7b431045081b3	32.0	0.0	0.0	283.0	0.0	139.0	558.0	0.0	914.0	323.0	0.0	111.0	19.0	0.0	0.0	263.0	0.0	119.0	465.0	165.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16f5aea05596e3dc110f4396e4ecf98e	249.0	77.0	7.0	52.0	437.0	39.0	246.0	115.0	56.0	22.0	4.0	12.0	343.0	105.0	3.0	296.0	983.0	38.0	21.0	34.0	23.0	11.0	6.0	0.0	84.0	27.0	0.0	29.0	7.0	2.0	23.0	0.0	0.0	13.0	8.0	0.0	60.0	3.0	0.0	21.0	0.0	2.0	30.0	0.0	0.0	17.0	0.0	0.0
1613e94a2571e1d10a9cf997b76bfa75	39.0	82.0	95.0	7.0	6.0	43.0	1.0	2.0	5.0	3.0	0.0	2.0	166.0	181.0	48.0	31.0	40.0	81.0	7.0	4.0	3.0	1.0	0.0	5.0	190.0	171.0	18.0	451.0	21.0	93.0	192.0	14.0	4.0	32.0	34.0	43.0	270.0	139.0	30.0	237.0	62.0	115.0	297.0	25.0	67.0	13.0	6.0	84.0
eda63b5e5f0b05a27d558e0c944db373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	12.0	0.0	0.0	440.0	0.0	0.0	2136.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	319.0	0.0	0.0	447.0	0.0
eeac51662c155c183204f77c88e53ae3	269.0	102.0	6.0	55.0	79.0	12.0	49.0	61.0	3.0	44.0	28.0	3.0	106.0	214.0	8.0	39.0	187.0	11.0	2.0	80.0	36.0	4.0	94.0	376.0	145.0	174.0	12.0	123.0	49.0	29.0	57.0	3.0	92.0	46.0	60.0	5.0	172.0	177.0	10.0	143.0	30.0	19.0	41.0	23.0	5.0	31.0	35.0	10.0
c26e8fd8e085c346a9939420f34c44f6	0.0	204.0	5.0	0.0	284.0	13.0	0.0	43.0	12.0	0.0	20.0	1.0	0.0	311.0	5.0	0.0	213.0	15.0	7.0	0.0	17.0	0.0	0.0	1196.0	0.0	350.0	1.0	0.0	43.0	5.0	7.0	20.0	89.0	0.0	81.0	0.0	0.0	179.0	4.0	0.0	34.0	0.0	0.0	27.0	9.0	0.0	42.0	5.0
2f4538b73d7546621acb5f8fc2a5ed63	82.0	46.0	4.0	80.0	164.0	0.0	437.0	154.0	10.0	294.0	129.0	33.0	80.0	60.0	0.0	29.0	104.0	6.0	0.0	188.0	48.0	7.0	271.0	235.0	97.0	80.0	0.0	54.0	21.0	6.0	36.0	25.0	28.0	20.0	29.0	6.0	89.0	26.0	0.0	42.0	8.0	6.0	28.0	11.0	0.0	12.0	7.0	6.0
fda9ca0561abab756928c7224ee67e54	45.0	79.0	52.0	9.0	143.0	97.0	38.0	8.0	20.0	6.0	7.0	5.0	65.0	209.0	27.0	20.0	142.0	145.0	24.0	2.0	3.0	9.0	260.0	301.0	101.0	130.0	13.0	58.0	16.0	33.0	66.0	7.0	321.0	33.0	15.0	23.0	58.0	80.0	28.0	36.0	26.0	24.0	39.0	9.0	95.0	28.0	24.0	83.0
843e54778c922ff434a8d12c26a2550b	170.0	0.0	5.0	148.0	0.0	34.0	421.0	0.0	176.0	197.0	0.0	24.0	589.0	0.0	3.0	413.0	0.0	164.0	89.0	156.0	0.0	77.0	0.0	0.0	65.0	0.0	1.0	7.0	0.0	1.0	134.0	0.0	0.0	26.0	0.0	0.0	34.0	0.0	0.0	13.0	0.0	0.0	14.0	0.0	3.0	10.0	0.0	0.0
2c63ecd02f36eb41b0cd04fcffe5fbc9	318.0	91.0	54.0	133.0	88.0	88.0	62.0	7.0	13.0	16.0	0.0	15.0	144.0	105.0	6.0	38.0	67.0	103.0	20.0	12.0	9.0	7.0	122.0	111.0	340.0	50.0	0.0	267.0	22.0	65.0	71.0	14.0	39.0	55.0	29.0	31.0	53.0	15.0	3.0	101.0	9.0	35.0	63.0	7.0	7.0	0.0	9.0	13.0
96ce732b1e1f98bce08b34454b0db329	92.0	58.0	83.0	21.0	80.0	72.0	49.0	16.0	48.0	21.0	7.0	11.0	92.0	151.0	18.0	49.0	75.0	115.0	22.0	10.0	3.0	8.0	282.0	398.0	85.0	126.0	15.0	41.0	13.0	6.0	33.0	10.0	227.0	15.0	15.0	8.0	80.0	50.0	28.0	43.0	10.0	16.0	30.0	12.0	28.0	8.0	9.0	34.0
